id,name,city,country,email,rank,city_id
3760,Federal University Of Juiz Fora Universidade Federal de Juiz de Fora,So Pedro,Brazil,federal.university.of@findmymasters.com,NULL,NULL
3761,Boston University College of Communication,Boston,USA,boston.university.college@findmymasters.com,NULL,NULL
3762,Makkers School,Madrid,Spain,makkers.school@findmymasters.com,NULL,742
3763,ESJ Lille uccole Supuerieure de Journalisme,Lille,France,esj.lille.uccole@findmymasters.com,NULL,NULL
3764,Lund University,Helsingborg,Sweden,lund.university@findmymasters.com,NULL,761
3765,West Virginia University Reed College of Media,Morgantown,USA,west.virginia.university@findmymasters.com,NULL,NULL
3766,Pavlodar State University,Pavlodar,Kazakhstan,pavlodar.state.university@findmymasters.com,NULL,432
3767,University of Gothenburg Department of applied IT,Gothenburg,Sweden,university.of.gothenburg@findmymasters.com,NULL,760
3768,is,Paris,France,is@findmymasters.com,NULL,235
3769,Chancellor University,Cleveland,USA,chancellor.university@findmymasters.com,NULL,NULL
3770,MetFilm School Berlin,Berlin,Germany,metfilm.school.berlin@findmymasters.com,NULL,246
3771,University of Alabama Huntsville,Huntsville,USA,university.of.alabama@findmymasters.com,NULL,NULL
3772,California State University Sonoma,Rohnert Park,USA,california.state.university@findmymasters.com,NULL,NULL
3773,Loyola University Maryland College of Arts and Sciences,Baltimore,USA,loyola.university.maryland@findmymasters.com,NULL,NULL
3774,Instituto de Humanidades y Ciencias de la Salud Gregorio Maraufufn,Spain Online,Spain,instituto.de.humanidades@findmymasters.com,NULL,NULL
3775,Victorian College of the Arts,Melbourne,Australia,victorian.college.of@findmymasters.com,601-650,39
3776,Chitkara University,Rajpura,India,chitkara.university@findmymasters.com,NULL,NULL
3777,EM Normandie Business School,Rouen,France,em.normandie.business@findmymasters.com,NULL,NULL
3778,Universitat de Lleida,Lleida,Spain,universitat.de.lleida@findmymasters.com,NULL,NULL
3779,University Of Beira Interior,Covilha,Portugal,university.of.beira@findmymasters.com,NULL,NULL
3780,Ramkhamhaeng University Institute of International Studies,Bangkok,Thailand,ramkhamhaeng.university.institute@findmymasters.com,NULL,781
3781,University of California Santa Cruz Division of the Arts,Santa Cruz,USA,university.of.california@findmymasters.com,NULL,72
3782,University of Cinema Studies,,Argentina,university.of.cinema@findmymasters.com,NULL,NULL
3783,London Film Academy,London,United Kingdom,london.film.academy@findmymasters.com,NULL,119
3784,LuEcole Du Journalisme de Nice,Nice,France,luecole.du.journalisme@findmymasters.com,NULL,234
3785,ARTIFEX University of Bucharest,Bucharest,Romania,artifex.university.of@findmymasters.com,NULL,632
3786,Hong Kong Baptist University School of Communication,Hong Kong,Hong Kong,hong.kong.baptist@findmymasters.com,NULL,282
3787,Indiana University Bloomington The Media School,Bloomington,USA,indiana.university.bloomington@findmymasters.com,NULL,NULL
3788,International University SDI Mufcnchen,Munich,Germany,international.university.sdi@findmymasters.com,NULL,254
3789,University of Concepciufn del Uruguay Universidad de Concepciufn del Uruguay UCU,Concepcin del Uruguay,Argentina,university.of.concepciufn@findmymasters.com,NULL,NULL
3790,Moscow School of Social and Economic Sciences,Moscow,Russia,moscow.school.of@findmymasters.com,NULL,652
3791,University of Tasmania College of Arts Law and Education,Sandy Bay,Australia,university.of.tasmania@findmymasters.com,NULL,NULL
3792,Michigan State University College of Communication Arts and Sciences,Michigan,USA,michigan.state.university@findmymasters.com,NULL,NULL
3793,Syracuse University,Syracuse,USA,syracuse.university@findmymasters.com,NULL,NULL
3794,Universidad de Medellin,Medelln,Colombia,universidad.de.medellin@findmymasters.com,NULL,174
3795,Stonehill College,Easton,USA,stonehill.college@findmymasters.com,NULL,NULL
3796,Webster Geneva,Geneva,Switzerland,webster.geneva@findmymasters.com,NULL,770
3797,University of WisconsinMadison College of Agricultural and Life Sciences,Madison,USA,university.of.wisconsinmadison@findmymasters.com,NULL,NULL
3798,Real Madrid Graduate School u Universidad Europea,Madrid,Spain,real.madrid.graduate@findmymasters.com,NULL,742
3799,Universitue Telematica Pegaso,Rome,Italy,universitue.telematica.pegaso@findmymasters.com,NULL,405
3800,Indiana University of Pennsylvania College of Education and Communications,Indiana,USA,indiana.university.of@findmymasters.com,NULL,NULL
3801,MetFilm School London,London,United Kingdom,metfilm.school.london@findmymasters.com,NULL,119
3802,Vyatka State University,Kirov,Russia,vyatka.state.university@findmymasters.com,NULL,646
3803,CEU Universities CEU Educational Group,Barcelona,Spain,ceu.universities.ceu@findmymasters.com,NULL,725
3804,Vysokue ukola podnikuenued a prueva,Prague,Czech Republic,vysokue.ukola.podnikuenued@findmymasters.com,NULL,190
3805,Philip Merrill College of Journalism,College Park,USA,philip.merrill.college@findmymasters.com,NULL,NULL
3806,Claretian University Foundation,Medelln,Colombia,claretian.university.foundation@findmymasters.com,NULL,174
3807,University of Colorado South Denver,Parker,USA,university.of.colorado@findmymasters.com,NULL,NULL
3808,University of North Carolina School of the Arts,WinstonSalem,USA,university.of.north@findmymasters.com,NULL,NULL
3809,American Film Institute,Los Angeles,USA,american.film.institute@findmymasters.com,NULL,NULL
3810,Dhurakij Pundit Universitys International College,Bangkok,Thailand,dhurakij.pundit.universitys@findmymasters.com,NULL,781
3811,Arizona State University Walter Cronkite School of Journalism and Teaching,Phoenix,USA,arizona.state.university@findmymasters.com,NULL,482
3812,IUMW International University of MalayaWales,Kuala Lumpur,Malaysia,iumw.international.university@findmymasters.com,NULL,463
3813,Arizona State University Walter Cronkite School of Journalism and Mass Communication,Phoenix,USA,arizona.state.university@findmymasters.com,NULL,482
3814,LudwigMaximiliansUniversity Munich,Munich,Germany,ludwigmaximiliansuniversity.munich@findmymasters.com,NULL,254
3815,University of Missouri School of Journalism,Columbia,USA,university.of.missouri@findmymasters.com,NULL,NULL
3816,University of Nevada Las Vegas Greenspun College of Urban Affairs,Las Vegas,USA,university.of.nevada@findmymasters.com,NULL,NULL
3817,University of Southern California School of Cinematic Arts,Los Angeles,USA,university.of.southern@findmymasters.com,NULL,NULL
3818,Up Level School of Management,Naples,Italy,up.level.school@findmymasters.com,NULL,NULL
3819,Point Park University Rowland School of Business,Pittsburgh,USA,point.park.university@findmymasters.com,NULL,NULL
3820,Eulalio Ferrer Centre for Advanced Studies in Communication Centro Avanzado de Comunicaciufn Eulalio Ferrer,Ocoyoacac,Mexico,eulalio.ferrer.centre@findmymasters.com,NULL,NULL
3821,The Centre for Digital Media The CDM,Vancouver,Canada,the.centre.for@findmymasters.com,NULL,137
3822,Cuauhtemoc University,Aguascalientes,Mexico,cuauhtemoc.university@findmymasters.com,NULL,NULL
3823,Nihon University,Chiyoda,Japan,nihon.university@findmymasters.com,NULL,NULL
3824,American Film Institute Conservatory AFI,Los Angeles,USA,american.film.institute@findmymasters.com,NULL,NULL
3825,Media Business School,Madrid,Spain,media.business.school@findmymasters.com,NULL,742
3826,The American University of Paris,Paris,France,the.american.university@findmymasters.com,NULL,235
3827,Epics Visual Effects School,Zapopan,Mexico,epics.visual.effects@findmymasters.com,NULL,NULL
3828,University of Oslo Faculty of Humanities,Oslo,Norway,university.of.oslo@findmymasters.com,NULL,574
3829,AKAD University,Germany Online,Germany,akad.university@findmymasters.com,NULL,NULL
3830,Aristotle University Thessaloniki,Thessaloniki,Greece,aristotle.university.thessaloniki@findmymasters.com,551-560,272
3831,Hochschule BonnRheinSieg,Sankt Augustin,Germany,hochschule.bonnrheinsieg@findmymasters.com,NULL,NULL
3832,Dominican College,Orangeburg,USA,dominican.college@findmymasters.com,NULL,NULL
3833,Euftvufs Loruend University,District V,Hungary,euftvufs.loruend.university@findmymasters.com,NULL,NULL
3834,OKINAWA CHRISTIAN UNIVERSITY,Nishihara,Japan,okinawa.christian.university@findmymasters.com,NULL,NULL
3835,London Film School,London,United Kingdom,london.film.school@findmymasters.com,NULL,119
3836,Cracow School of Business at Cracow University of Economics,Krakw,Poland,cracow.school.of@findmymasters.com,NULL,NULL
3837,University of Colorado Boulder,Boulder,USA,university.of.colorado@findmymasters.com,NULL,NULL
3838,ESCO EUniversitas,Granada,Spain,esco.euniversitas@findmymasters.com,NULL,735
3839,Master in Digital Transformation Leadership BTS,Barcelona,Spain,master.in.digital@findmymasters.com,NULL,725
3840,Florida State University College of Motion Picture Arts,Tallahassee,USA,florida.state.university@findmymasters.com,NULL,NULL
3841,Centre for Studies in Communication Sciences Centro de Estudios en Ciencias de la Comunicaciufn,Mexico City,Mexico,centre.for.studies@findmymasters.com,NULL,503
3842,Marquette University Diederich College of Communication,Avenues West,USA,marquette.university.diederich@findmymasters.com,NULL,NULL
3843,MindMetriks,Madrid,Spain,mindmetriks@findmymasters.com,NULL,742
3844,University of Colorado Boulder College of Media Communication and Information,Boulder,USA,university.of.colorado@findmymasters.com,NULL,NULL
3845,The George Washington University School of Media and Public Affairs,Washington,USA,the.george.washington@findmymasters.com,NULL,NULL
3846,Sufdertufrn University,Flemingsberg,Sweden,sufdertufrn.university@findmymasters.com,NULL,NULL
3847,Uniwersytet TechnologicznoHumanistyczny im Kazimierza Puuaskiego w Radomiu,Radom,Poland,uniwersytet.technologicznohumanistyczny.im@findmymasters.com,NULL,NULL
3848,Universidad Ana G Muendez Dallas Campus,Dallas,USA,universidad.ana.g@findmymasters.com,NULL,NULL
3849,International Media Innovation Management,Berlin,Germany,international.media.innovation@findmymasters.com,NULL,246
3850,Milton Friedman University,Budapest,Hungary,milton.friedman.university@findmymasters.com,NULL,283
3851,University of Nebraska Lincoln College of Journalism and Mass Communications,Lincoln,USA,university.of.nebraska@findmymasters.com,NULL,NULL
3852,Gjufvik University College GUC,Gjvik,Norway,gjufvik.university.college@findmymasters.com,NULL,NULL
3853,Bellarmine University,Louisville,USA,bellarmine.university@findmymasters.com,NULL,NULL
3854,University of Miami School of Communication,Coral Gables,USA,university.of.miami@findmymasters.com,NULL,NULL
3855,Ball State University,Muncie,USA,ball.state.university@findmymasters.com,NULL,NULL
3856,UNIVERSITY OF LOUISIANA AT LAFAYETTE COLLEGE OF LIBERAL ARTS,Lafayette,USA,university.of.louisiana@findmymasters.com,NULL,NULL
3857,Stonehill College Meehan School of Business,Easton,USA,stonehill.college.meehan@findmymasters.com,NULL,NULL
3858,SupDe Com Ecole Superieure de Communication,Montpellier,France,supde.com.ecole@findmymasters.com,NULL,230
3859,SRH Hochschule fufcr Wirtschaft und Medien Calw,Calw,Germany,srh.hochschule.fufcr@findmymasters.com,NULL,NULL
3860,Amity Online,Ghaziabad,India,amity.online@findmymasters.com,1001-1200,306
3861,McMaster University Faculty of Humanities,Hamilton,Canada,mcmaster.university.faculty@findmymasters.com,NULL,553
3862,B British School,London,United Kingdom,b.british.school@findmymasters.com,NULL,119
3863,Faculty of Law and Business Studies Dr Lazar Vrkatiu,Novi Sad,Serbia,faculty.of.law@findmymasters.com,NULL,699
3864,Russian State Vocational Pedagogical University,Sovetsky,Russia,russian.state.vocational@findmymasters.com,NULL,NULL
3865,Korea National Open University,Jongnogu,South Korea,korea.national.open@findmymasters.com,NULL,NULL
3866,Duke University School of Law,Durham,USA,duke.university.school@findmymasters.com,NULL,NULL
3867,Michigan State University Online,East Lansing,USA,michigan.state.university@findmymasters.com,NULL,NULL
3868,Aurora University,Aurora,USA,aurora.university@findmymasters.com,NULL,NULL
3869,Edinburgh Law School The University of Edinburgh,Edinburgh,United Kingdom,edinburgh.law.school@findmymasters.com,NULL,NULL
3870,Diploma University of Applied Sciences,Germany Online,Germany,diploma.university.of@findmymasters.com,NULL,NULL
3871,University of Sussex,Falmer,United Kingdom,university.of.sussex@findmymasters.com,NULL,NULL
3872,New Mexico State University Online,Las Cruces,USA,new.mexico.state@findmymasters.com,NULL,NULL
3873,Oufati International Institute For The Sociology Of Law,Oati,Spain,oufati.international.institute@findmymasters.com,NULL,NULL
3874,Informa u Defence Security,London,United Kingdom,informa.u.defence@findmymasters.com,NULL,119
3875,Lancashire Law School University of Central Lancashire,Lancashire,United Kingdom,lancashire.law.school@findmymasters.com,NULL,NULL
3876,University of Law SQE,London,United Kingdom,university.of.law@findmymasters.com,NULL,119
3877,Arizona State University School for the Future of Innovation in Society,Tempe,USA,arizona.state.university@findmymasters.com,NULL,NULL
3878,Carnegie Mellon University in Australia,Adelaide,Australia,carnegie.mellon.university@findmymasters.com,NULL,21
3879,Universidade Catuflica Portuguesa Porto Law School,Porto,Portugal,universidade.catuflica.portuguesa@findmymasters.com,NULL,626
3880,udcskufcdar University,Istanbul,Turkey,udcskufcdar.university@findmymasters.com,NULL,809
3881,Independent College Dublin,Dublin,Ireland,independent.college.dublin@findmymasters.com,NULL,379
3882,George Washington University Law School,Washington,USA,george.washington.university@findmymasters.com,NULL,NULL
3883,Ghent University Law School,Ghent,Belgium,ghent.university.law@findmymasters.com,NULL,NULL
3884,Kingus College London,London,United Kingdom,kingus.college.london@findmymasters.com,NULL,119
3885,Syracuse University College of Arts and Sciences,Syracuse,USA,syracuse.university.college@findmymasters.com,NULL,NULL
3886,The University of Hong Kong Faculty of Social Sciences,Pok Fu Lam,Hong Kong,the.university.of@findmymasters.com,NULL,NULL
3887,The University of Law Postgraduate Programmes,Bristol,United Kingdom,the.university.of@findmymasters.com,NULL,NULL
3888,Union University Faculty of Law,Belgrade,Serbia,union.university.faculty@findmymasters.com,NULL,696
3889,Willy Brandt School of Public Policy at the University of Erfurt,Erfurt,Germany,willy.brandt.school@findmymasters.com,NULL,NULL
3890,UNITAR United Nations Institute for Training and Research,Switzerland Online,Switzerland,unitar.united.nations@findmymasters.com,NULL,NULL
3891,Ecological University of Bucharest,Bucharest,Romania,ecological.university.of@findmymasters.com,NULL,632
3892,University at Albany SUNY Rockefeller College of Public Affairs and Policy,Albany,USA,university.at.albany@findmymasters.com,NULL,NULL
3893,Chicago State University,Chicago,USA,chicago.state.university@findmymasters.com,NULL,NULL
3894,Texas AM University School of Law,Fort Worth,USA,texas.am.university@findmymasters.com,NULL,NULL
3895,Washburn University,Topeka,USA,washburn.university@findmymasters.com,NULL,NULL
3896,Tbilisi Open University Tbilisi Open Teaching University,Tbilisi,Georgia,tbilisi.open.university@findmymasters.com,NULL,244
3897,Cedar Crest College,Allentown,USA,cedar.crest.college@findmymasters.com,NULL,NULL
3898,The John Paul II Catholic University of Lublin,Lublin,Poland,the.john.paul@findmymasters.com,NULL,NULL
3899,Abraham Lincoln University,Los Angeles,USA,abraham.lincoln.university@findmymasters.com,NULL,NULL
3900,LUISS School of Government,Rome,Italy,luiss.school.of@findmymasters.com,NULL,405
3901,University of Baltimore College of Public Affairs,Baltimore,USA,university.of.baltimore@findmymasters.com,NULL,NULL
3902,Michigan State University College of Social Science,East Lansing,USA,michigan.state.university@findmymasters.com,NULL,NULL
3903,University of Hamburg in cooperation with EuropaKolleg Hamburg,Hamburg,Germany,university.of.hamburg@findmymasters.com,NULL,251
3904,Pepperdine University School of Public Policy,Malibu,USA,pepperdine.university.school@findmymasters.com,NULL,NULL
3905,IdEF College Collegio IdEF,Athens,Greece,idef.college.collegio@findmymasters.com,NULL,261
3906,Columbia College,USA Online,USA,columbia.college@findmymasters.com,NULL,NULL
3907,Catholic University Of Uruguay includes ISEDE and all schools,Montevideo Department,Uruguay,catholic.university.of@findmymasters.com,NULL,NULL
3908,University of Rome Tor Vergata Faculty of Economics,Rome,Italy,university.of.rome@findmymasters.com,494,405
3909,University of Bristol Law School,Bristol,United Kingdom,university.of.bristol@findmymasters.com,NULL,NULL
3910,IE Law School,Madrid,Spain,ie.law.school@findmymasters.com,NULL,742
3911,School of Dentistry University of Dundee,Dundee,United Kingdom,school.of.dentistry@findmymasters.com,NULL,NULL
3912,Bolivian Private University,Bolivia,Colombia,bolivian.private.university@findmymasters.com,NULL,NULL
3913,Universidad Ana G Muendez Recinto de Carolina,Carolina,Puerto Rico,universidad.ana.g@findmymasters.com,NULL,NULL
3914,St Johns University Rome Campus,Rome,Italy,st.johns.university@findmymasters.com,NULL,405
3915,University of Southern California School of Pharmacy,Los Angeles,USA,university.of.southern@findmymasters.com,NULL,NULL
3916,Polit IQ,Moscow,Russia,polit.iq@findmymasters.com,NULL,652
3917,The International Masterus in Advanced Research in Criminology,Rotterdam,Netherlands,the.international.masterus@findmymasters.com,NULL,547
3918,The University of Southern Mississippi College of Arts and Sciences,Hattiesburg,USA,the.university.of@findmymasters.com,NULL,NULL
3919,Saint Josephs University College of Arts and Sciences,Philadelphia,USA,saint.josephs.university@findmymasters.com,NULL,NULL
3920,Florida State University College of Criminology and Criminal Justice,Tallahassee,USA,florida.state.university@findmymasters.com,NULL,NULL
3921,Universidad Fasta,Mar del Plata,Argentina,universidad.fasta@findmymasters.com,NULL,NULL
3922,Brandeis University Heller School for Social and Policy Management,Waltham,USA,brandeis.university.heller@findmymasters.com,NULL,NULL
3923,United Nations University,Shibuya City,Japan,united.nations.university@findmymasters.com,NULL,NULL
3924,Open University Of Kaohsiung,Taipei,Taiwan,open.university.of@findmymasters.com,NULL,777
3925,EBS Universituet,Wiesbaden,Germany,ebs.universituet@findmymasters.com,NULL,NULL
3926,Carnegie Mellon University Heinz College of Information Systems and Public Policy,Pittsburgh,USA,carnegie.mellon.university@findmymasters.com,NULL,NULL
3927,New Vision University,Tbilisi,Georgia,new.vision.university@findmymasters.com,NULL,244
3928,Humanitas University in Sosnowiec,lska,Poland,humanitas.university.in@findmymasters.com,NULL,NULL
3929,Pepperdine University School of Law,Malibu,USA,pepperdine.university.school@findmymasters.com,NULL,NULL
3930,Arkos University Studies Centre,Puerto Vallarta,Mexico,arkos.university.studies@findmymasters.com,NULL,507
3931,Loyola University New Orleans College of Arts and Sciences,New Orleans,USA,loyola.university.new@findmymasters.com,NULL,NULL
3932,College of Law The University of Tulsa,Tulsa,USA,college.of.law@findmymasters.com,NULL,NULL
3933,Missouri Western State University,Saint Joseph,USA,missouri.western.state@findmymasters.com,NULL,NULL
3934,National Taiwan Ocean University,Taipei,Taiwan,national.taiwan.ocean@findmymasters.com,1001-1200,777
3935,University of Bonn,Bonn,Germany,university.of.bonn@findmymasters.com,NULL,NULL
3936,Royal University Center Maria Cristina,Madrid,Spain,royal.university.center@findmymasters.com,NULL,742
3937,Karaganda University Of Economics,Karagandy,Kazakhstan,karaganda.university.of@findmymasters.com,NULL,NULL
3938,Mediterranean Agronomic Institute Of Bari CIHEAM IAMB,Bari,Italy,mediterranean.agronomic.institute@findmymasters.com,NULL,387
3939,Sparsholt College Hampshire,Sparsholt,United Kingdom,sparsholt.college.hampshire@findmymasters.com,NULL,NULL
3940,Nha Trang University,Nha Trang,Vietnam,nha.trang.university@findmymasters.com,NULL,NULL
3941,Deggendorf Institute of Technology,Pfarrkirchen,Germany,deggendorf.institute.of@findmymasters.com,NULL,NULL
3942,AlFarabi Kazakh National University,Almaty,Kazakhstan,alfarabi.kazakh.national@findmymasters.com,175,431
3943,Northwest Missouri State University,Maryville,USA,northwest.missouri.state@findmymasters.com,NULL,NULL
3944,National Chiayi University,Taipei,Taiwan,national.chiayi.university@findmymasters.com,NULL,777
3945,Universitue Catholique de Bukavu,Bukavu,Congo DR,universitue.catholique.de@findmymasters.com,NULL,NULL
3946,University of Arkansas Online,Fayetteville,USA,university.of.arkansas@findmymasters.com,NULL,NULL
3947,Colorado State University College of Agricultural Sciences,Fort Collins,USA,colorado.state.university@findmymasters.com,NULL,NULL
3948,Auburn University School of Forestry and Wildlife Sciences,Auburn,USA,auburn.university.school@findmymasters.com,NULL,NULL
3949,Cadi Ayyad University,Marrakesh,Morocco,cadi.ayyad.university@findmymasters.com,NULL,NULL
3950,University of Edinburgh School of Biological Sciences,Edinburgh,United Kingdom,university.of.edinburgh@findmymasters.com,NULL,NULL
3951,Hartpury University,Gloucester,United Kingdom,hartpury.university@findmymasters.com,NULL,NULL
3952,Acadia University,Wolfville,Canada,acadia.university@findmymasters.com,NULL,NULL
3953,University of Veterinary Sciences,Brno,Czech Republic,university.of.veterinary@findmymasters.com,NULL,188
3954,Universidad Nacional de La Pampa,Santa Rosa,Argentina,universidad.nacional.de@findmymasters.com,NULL,NULL
3955,University of the Sciences in Philadelphia,Philadelphia,USA,university.of.the@findmymasters.com,NULL,NULL
3956,Uniformed Services University of the Health Sciences,Bethesda,USA,uniformed.services.university@findmymasters.com,NULL,NULL
3957,Gorsky State University of Agriculture Gorskij Gosudarstvennyj Agrarnij Universitet,Kirov,Russia,gorsky.state.university@findmymasters.com,NULL,646
3958,Autonomous University of Nuevo Leon Universidad Autonoma de Nuevo Leon UANL,San Nicols de los Garza,Mexico,autonomous.university.of@findmymasters.com,NULL,NULL
3959,University of Copenhagen,Copenhagen,Denmark,university.of.copenhagen@findmymasters.com,79,193
3960,Bergin University of Canine Studies,Penngrove,USA,bergin.university.of@findmymasters.com,NULL,NULL
3961,St Petersburg Academic University of the Russian Academy Of Sciences,Saint Petersburg,Russia,st.petersburg.academic@findmymasters.com,NULL,664
3962,University of Missouri College of Agriculture Food Natural Resources,Columbia,USA,university.of.missouri@findmymasters.com,NULL,NULL
3963,University of Pennsylvania School of Veterinary Medicine,Philadelphia,USA,university.of.pennsylvania@findmymasters.com,NULL,NULL
3964,Universidad Autonoma de Chihuahua,Chihuahua,Mexico,universidad.autonoma.de@findmymasters.com,NULL,488
3965,The Catholic University of America Department of Biology,Washington,USA,the.catholic.university@findmymasters.com,NULL,NULL
3966,University of Warsaw,Warsaw,Poland,university.of.warsaw@findmymasters.com,NULL,618
3967,Oregon State University College of Forestry,Corvallis,USA,oregon.state.university@findmymasters.com,NULL,NULL
3968,University Centre Myerscough,Lancashire,United Kingdom,university.centre.myerscough@findmymasters.com,NULL,NULL
3969,University of California Davis College of Agricultural and Environmental Sciences,Davis,USA,university.of.california@findmymasters.com,NULL,NULL
3970,Szent Istvuen University Faculty of Food Science,Budapest,Hungary,szent.istvuen.university@findmymasters.com,NULL,283
3971,Autonomous University of the State of Hidalgo,Pachuca,Mexico,autonomous.university.of@findmymasters.com,NULL,NULL
3972,Saint Petersburg Academic University,Saint Petersburg,Russia,saint.petersburg.academic@findmymasters.com,NULL,664
3973,Universitue de Lorraine,Metz,France,universitue.de.lorraine@findmymasters.com,NULL,229
3974,University Corporation of Santa Rosa de Cabal Corporaciufn Universitaria de Santa Rosa de Cabal UNISARC,RISARALDA,Colombia,university.corporation.of@findmymasters.com,NULL,NULL
3975,Universitue Du Quuebec En Outaouais UQO,SaintJrme,Canada,universitue.du.quuebec@findmymasters.com,NULL,NULL
3976,Cinvestav,Mexico City,Mexico,cinvestav@findmymasters.com,NULL,503
3977,Instituto Polituecnico de Viseu u Escola Superior Agrueria ESAV,Viseu,Portugal,instituto.polituecnico.de@findmymasters.com,NULL,NULL
3978,De La Salle Araneta University,Quezon City,Philippines,de.la.salle@findmymasters.com,NULL,NULL
3979,National University of Rio Cuarto Universidad Nacional De Ruedo Cuarto UNRC,Ro Cuarto,Argentina,national.university.of@findmymasters.com,NULL,NULL
3980,University of Nevada Las Vegas College of Sciences,Las Vegas,USA,university.of.nevada@findmymasters.com,NULL,NULL
3981,Karlsruhe University of Applied Sciences,Karlsruhe,Germany,karlsruhe.university.of@findmymasters.com,NULL,NULL
3982,Royal Veterinary College,London,United Kingdom,royal.veterinary.college@findmymasters.com,NULL,119
3983,Duke University School of Medicine,Durham,USA,duke.university.school@findmymasters.com,NULL,NULL
3984,La Salle Universities Colombia,Bogot,Colombia,la.salle.universities@findmymasters.com,NULL,170
3985,Sofia University St Kliment Ohridski,Sofia,Bulgaria,sofia.university.st@findmymasters.com,591-600,100
3986,Moscow State University Of Food Production,Moscow,Russia,moscow.state.university@findmymasters.com,NULL,652
3987,Federal University of Technology,Curitiba,Brazil,federal.university.of@findmymasters.com,NULL,83
3988,Mediterranean Agronomic Institute of Montpellier CIHEAM IAMM,Montpellier,France,mediterranean.agronomic.institute@findmymasters.com,NULL,230
3989,Istanbul Medeniyet University,Istanbul,Turkey,istanbul.medeniyet.university@findmymasters.com,NULL,809
3990,Institute of Technology Sligo,Sligo,Ireland,institute.of.technology@findmymasters.com,NULL,NULL
3991,University of Wisconsin Parkside College of Arts and Humanities,Kenosha,USA,university.of.wisconsin@findmymasters.com,NULL,NULL
3992,Mississippi State University,Mississippi State,USA,mississippi.state.university@findmymasters.com,NULL,NULL
3993,Dicle University,Diyarbakr,Turkey,dicle.university@findmymasters.com,NULL,NULL
3994,Universidad Internacional de Andalucueda UNIA,Mlaga,Spain,universidad.internacional.de@findmymasters.com,NULL,743
3995,Georgetown University Department of Biochemistry and Molecular Cellular Biology,Washington,USA,georgetown.university.department@findmymasters.com,NULL,NULL
3996,Weizmann Institute of Science Feinberg Graduate School,Rehovot,Israel,weizmann.institute.of@findmymasters.com,NULL,NULL
3997,University of Gufttingen Center for Integrated Breeding Research,Gttingen,Germany,university.of.gufttingen@findmymasters.com,NULL,NULL
3998,University of California Davis UC Davis College of Biological Sciences,Davis,USA,university.of.california@findmymasters.com,NULL,NULL
3999,EIT Food,Leuven,Belgium,eit.food@findmymasters.com,NULL,NULL
4000,University of Lille,Lille,France,university.of.lille@findmymasters.com,NULL,NULL
4001,TransWorld University,Taipei,Taiwan,transworld.university@findmymasters.com,NULL,777
4002,Inter American University of Puerto Rico,Barranquitas,Puerto Rico,inter.american.university@findmymasters.com,NULL,NULL
4003,HAN University of Applied Sciences,Nijmegen,Netherlands,han.university.of@findmymasters.com,NULL,NULL
4004,Johns Hopkins University Bloomberg School of Public Health,Baltimore,USA,johns.hopkins.university@findmymasters.com,NULL,NULL
4005,European School of Political and Social Sciences,Lille,France,european.school.of@findmymasters.com,NULL,NULL
4006,Maastricht University Campus Venlo,Venlo,Netherlands,maastricht.university.campus@findmymasters.com,NULL,NULL
4007,Instituto Polituecnico de Santaruem,Santarm,Portugal,instituto.polituecnico.de@findmymasters.com,NULL,NULL
4008,Indiana University of Pennsylvania,Indiana,USA,indiana.university.of@findmymasters.com,NULL,NULL
4009,Purdue University College of Science,West Lafayette,USA,purdue.university.college@findmymasters.com,NULL,NULL
4010,San Jose State University Department of Biological Sciences,San Jose,USA,san.jose.state@findmymasters.com,NULL,179
4011,University of Alabama at Birmingham,Birmingham,USA,university.of.alabama@findmymasters.com,NULL,NULL
4012,University of Arkansas Dale Bumpers College of Agricultural Food and Life Sciences,Fayetteville,USA,university.of.arkansas@findmymasters.com,NULL,NULL
4013,Perdana University,Serdang,Malaysia,perdana.university@findmymasters.com,NULL,NULL
4014,University of Illinois at UrbanaChampaign School of Information Sciences,Champaign,USA,university.of.illinois@findmymasters.com,NULL,NULL
4015,Politecnico di Milano,Cremona,Italy,politecnico.di.milano@findmymasters.com,NULL,NULL
4016,Sarah Lawrence College,Bronxville,USA,sarah.lawrence.college@findmymasters.com,NULL,NULL
4017,The NUCB Business School,Nagoya,Japan,the.nucb.business@findmymasters.com,NULL,421
4018,Edgewood College,Madison,USA,edgewood.college@findmymasters.com,NULL,NULL
4019,University of the South Pacific USP,Suva,Fiji,university.of.the@findmymasters.com,NULL,214
4020,University of Guelph u Gordon S Lang School of Business and Economics,Guelph,Canada,university.of.guelph@findmymasters.com,NULL,NULL
4021,Shanghai National Accounting Institute,Qingpu District,China,shanghai.national.accounting@findmymasters.com,NULL,NULL
4022,SESEF Societue Europea per i Servizi e la Formazione,London,United Kingdom,sesef.societue.europea@findmymasters.com,NULL,119
4023,Fukuoka Institute Of Technology,Fukuoka,Japan,fukuoka.institute.of@findmymasters.com,NULL,416
4024,Trent University,Oshawa,Canada,trent.university@findmymasters.com,NULL,NULL
4025,Mahidol University College of Management,Bangkok,Thailand,mahidol.university.college@findmymasters.com,255,781
4026,Evropski Univerzitet,Belgrade,Serbia,evropski.univerzitet@findmymasters.com,NULL,696
4027,FH Kufstein Tirol University of Applied Sciences,Kufstein,Austria,fh.kufstein.tirol@findmymasters.com,NULL,NULL
